-21	41	255
160	160	128
-21	38	255
-20	37	255
160	160	128
-14	34	255
-14	32	255
160	160	128
160	160	128
160	160	128
160	160	128
-71	-38	255
160	160	128
-61	-34	255
160	160	128
-59	-36	255
160	160	128
129	130	255
160	160	128
130	130	255
131	130	255
132	130	255
133	131	255
160	160	128
160	160	128
141	138	255
141	138	255
142	138	255
142	138	255
142	138	255
143	137	255
143	137	255
143	137	255
143	137	255
143	136	255
143	136	255
143	135	255
143	135	255
144	134	255
144	134	255
144	133	255
143	132	255
143	131	255
143	130	255
143	129	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
135	106	255
160	160	128
135	106	255
136	105	255
136	105	255
146	124	255
160	160	128
160	160	128
147	124	255
160	160	128
147	124	255
160	160	128
152	134	255
152	135	255
153	134	255
153	135	255
153	134	255
153	134	255
154	134	255
154	134	255
154	133	255
160	160	128
160	160	128
155	132	255
156	136	255
156	136	255
156	136	255
157	136	255
160	160	128
159	148	255
159	148	255
159	148	255
159	148	255
159	149	255
159	149	255
160	149	255
160	149	255
160	149	255
160	149	255
160	148	255
160	149	255
160	149	255
161	149	255
161	149	255
161	149	255
161	149	255
161	148	255
161	148	255
161	148	255
161	148	255
162	148	255
162	148	255
162	148	255
162	148	255
162	148	255
162	148	255
162	148	255
163	148	255
163	148	255
163	148	255
163	148	255
163	148	255
163	148	255
163	148	255
163	148	255
164	148	255
164	147	255
164	147	255
164	147	255
164	147	255
165	147	255
165	147	255
165	146	255
165	146	255
166	145	255
166	145	255
166	145	255
167	145	255
167	145	255
167	144	255
167	144	255
168	144	255
169	143	255
160	160	128
160	160	128
160	160	128
176	132	255
176	131	255
177	131	255
177	131	255
177	132	255
178	131	255
160	160	128
160	160	128
252	30	255
160	160	128
255	29	255
160	160	128
258	27	255
160	160	128
261	27	255
263	27	255
266	27	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
180	140	255
180	141	255
180	141	255
180	142	255
180	142	255
180	142	255
180	142	255
180	143	255
180	143	255
181	143	255
181	144	255
181	144	255
181	144	255
181	145	255
181	145	255
181	145	255
181	146	255
181	146	255
181	146	255
181	146	255
181	147	255
181	147	255
182	147	255
182	148	255
182	148	255
182	148	255
182	148	255
182	149	255
182	149	255
182	149	255
182	149	255
182	150	255
182	150	255
182	150	255
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
183	153	255
183	153	255
160	160	128
183	153	255
183	154	255
183	154	255
184	154	255
184	154	255
184	155	255
184	155	255
184	155	255
184	156	255
184	156	255
184	156	255
184	156	255
184	157	255
184	157	255
184	157	255
160	160	128
184	158	255
184	158	255
185	158	255
185	159	255
185	159	255
185	159	255
160	160	128
